FechaExtraccion,CicloFacturacion,FechaCorteCiclo,FechaInicioMes,FechaFinMes,FechaConta,Ruta_Documentos
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2020-01-04,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2020-01-08,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2020-01-14,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2020-01-15,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2020-01-21,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2020-01-27,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-01-04,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-01-09,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-01-15,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-01-17,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-01-22,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-01-26,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-02-04,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-02-07,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-02-12,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-02-15,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-02-21,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-02-27,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-03-04,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-03-06,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-03-12,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-03-15,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-03-20,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-03-26,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-04-05,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-04-10,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-04-12,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-04-16,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-04-23,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-04-25,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-05-03,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-05-06,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-05-10,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-05-17,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-05-21,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-05-24,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-06-04,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-06-07,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-06-11,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-06-14,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-06-20,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-06-25,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-07-04,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-07-08,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-07-12,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-07-17,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-07-23,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-07-26,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-08-05,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-08-07,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-08-12,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-08-14,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-08-20,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-08-26,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-09-03,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-09-10,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-09-13,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-09-16,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-09-24,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-09-26,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-10-07,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-10-09,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-10-14,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-10-17,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-10-21,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-10-25,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-11-04,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-11-06,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-11-11,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-11-14,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-11-20,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-11-25,
2023-09-04T18:36:27.484Z,CICLON01,1899-12-30,1899-12-30,1899-12-30,2019-12-04,
2023-09-04T18:36:27.484Z,CICLON02,1899-12-30,1899-12-30,1899-12-30,2019-12-09,
2023-09-04T18:36:27.484Z,CICLON03,1899-12-30,1899-12-30,1899-12-30,2019-12-12,
2023-09-04T18:36:27.484Z,CICLON04,1899-12-30,1899-12-30,1899-12-30,2019-12-17,
2023-09-04T18:36:27.484Z,CICLON05,1899-12-30,1899-12-30,1899-12-30,2019-12-20,
2023-09-04T18:36:27.484Z,CICLON06,1899-12-30,1899-12-30,1899-12-30,2019-12-27,
2023-09-04T18:36:27.484Z,CICLON06,2020-02-24,2020-02-01,2020-02-29,2020-02-26,\\avnnasbkp\GEX\Comercial\Explotacion Comercial\Facturacion Y Procesos Comerciales\08 ProcesosFacturación\Producción\Evidencias Ciclos de Negocios\Facturacion
